Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Genres
Disenchantment,2018,16+,7.2,68%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Fantasy']"
Dead Set,2008,18+,7.7,90%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Fantasy', 'Horror']"
Ezel,2009,all,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Nurse Jackie,2009,18+,7.7,81%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Case Closed,1996,16+,8.4,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
Imposters,2017,16+,7.8,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
Queer as Folk,1999,18+,8.2,100%,TRUE,FALSE,TRUE,FALSE,TRUE,[]
Heartland,2007,7+,8.4,45%,TRUE,FALSE,TRUE,FALSE,TRUE,"['Drama', 'Family']"
The Staircase,2005,16+,7.9,93%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Madam Secretary,2014,16+,7.6,68%,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Chewing Gum,2015,16+,7.7,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Glee,2009,16+,6.7,71%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Music', 'Romance']"
Fairy Tail,2009,16+,8,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
The Order,2019,18+,6.9,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Supernatural']"
Legacies,2018,16+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Supernatural']"
North & South,2004,7+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Helix,2014,16+,6.8,81%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Horror', 'Science-Fiction', 'Thriller']"
Safe,2018,18+,7.3,77%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
Evil Genius,2018,18+,7.6,80%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Marvel's Iron Fist,2017,18+,6.5,37%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Science-Fiction']"
Lilyhammer,2012,18+,8,65%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
Voltron: Legendary Defender,2016,7+,8.1,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Children', 'Science-Fiction']"
Blue Mountain State,2010,18+,8.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Sports']"
Pokémon,1997,7+,7.5,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Adventure', 'Anime', 'Fantasy']"
Cheers,1982,7+,7.8,,TRUE,TRUE,TRUE,FALSE,TRUE,['Comedy']
Marianne,2019,18+,7.5,93%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror']"
Star Trek: Enterprise,2001,7+,7.5,50%,TRUE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
Portlandia,2011,16+,7.8,94%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Better Than Us,2018,,7.4,100%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Five Came Back,2017,16+,8.3,97%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'War', 'History']"
American Crime,2015,16+,7.8,97%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Skins,2007,18+,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Glitch,2015,16+,7.4,80%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Mystery', 'Supernatural']"
GHOUL,2018,18+,7.1,83%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
JoJo's Bizarre Adventure,2012,18+,8.4,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime']"
The Society,2019,18+,7,85%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Mystery']"
Code Geass: Lelouch of the Rebellion,2006,18+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Dracula,2020,18+,6.8,74%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror']"
Quantico,2015,16+,6.7,82%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Crime', 'Mystery', 'Espionage']"
The Innocence Files,2020,,8,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Medici: Masters of Florence,2016,7+,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
She-Ra and the Princesses of Power,2018,all,7.3,97%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children', 'Fantasy']"
Versailles,2015,16+,7.9,66%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'History']"
Rise of Empires: Ottoman,2020,18+,8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'War', 'History']"
The Mechanism,2018,16+,8.4,80%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Everything Sucks!,2018,16+,7.5,72%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Raising Dion,2019,7+,7.2,82%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Science-Fiction']"
All American,2018,16+,7.7,96%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Sports']"
Fullmetal Alchemist,2003,16+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime']"
The Rain,2018,18+,6.3,82%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Thriller']"
ERASED,2016,16+,8.5,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Mystery']"
Nailed It!,2018,7+,7.4,98%,TRUE,FALSE,FALSE,FALSE,TRUE,['Food']
Last Tango in Halifax,2012,16+,8.3,98%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Star-Crossed,2014,16+,7.3,57%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Science-Fiction']"
The Politician,2019,16+,7.5,57%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Documentary Now!,2015,18+,8.1,94%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Baby,2018,18+,6.8,80%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Secret City,2016,16+,7.4,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Thriller']"
Abstract: The Art of Design,2017,16+,8.4,100%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Shooter,2016,16+,7.5,44%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Thriller']"
Marcella,2016,18+,7.4,65%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
The Chef Show,2019,18+,8.2,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Food']
Rurouni Kenshin,1996,16+,8.5,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Action', 'Anime', 'Fantasy']"
The Seven Deadly Sins,2014,16+,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
InuYasha,2000,16+,7.9,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
Yeh Meri Family,2018,,9.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
The Circle,2020,18+,7.5,80%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Devil Next Door,2019,18+,7.6,91%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Crime', 'War', 'History']"
Flowers,2016,,8.2,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Descendants of the Sun,2016,16+,8.4,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Romance', 'Medical']"
The Hollow,2018,7+,7.2,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Children']"
Frontier,2016,18+,7.2,75%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Adventure']"
Your Lie in April,2014,7+,8.6,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
Ancient Aliens,2010,7+,7.3,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Science-Fiction']"
Sword Art Online,2012,16+,7.6,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Science-Fiction']"
Frequency,2016,7+,7.5,77%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Science-Fiction']"
Wentworth,2013,18+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Beauty and the Beast,2012,16+,7,51%,TRUE,FALSE,TRUE,FALSE,TRUE,"['Drama', 'Horror', 'Romance']"
Cold Justice,2013,16+,7.9,80%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Hyperdrive,2019,7+,8.1,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Sports']
Time: The Kalief Browder Story,2017,16+,8.5,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'History']"
The Toys That Made Us,2017,16+,8.1,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['History']
Seven Seconds,2018,18+,7.7,77%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Spinning Out,2020,18+,7.7,63%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Sports']"
Killer Inside: The Mind of Aaron Hernandez,2020,18+,7.4,75%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
El internado,2007,7+,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Frozen Planet,2011,all,9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
London Spy,2015,18+,7.5,86%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Parasyte -the maxim-,2014,18+,8.4,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
Containment,2016,16+,7.2,50%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
Black Lightning,2018,16+,6.1,95%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Science-Fiction']"
Merlí,2015,16+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Derek,2013,16+,8,68%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Last Chance U,2016,16+,8.5,93%,TRUE,FALSE,FALSE,FALSE,TRUE,['Sports']
Mars,2016,7+,7.5,61%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Love is Blind,2020,7+,6,73%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Love 101,2020,18+,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
3%,2016,7+,7.4,33%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Thriller']"
Zoo,2015,16+,6.8,82%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Thriller']"
Daybreak,2019,18+,6.7,70%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Horror']"
Hemlock Grove,2013,18+,7.1,38%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
Trailer Park Boys,2001,18+,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Crime']"
Private Practice,2007,16+,6.6,51%,TRUE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Medical']"
Ragnarok,2020,18+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Thriller']"
Akame ga Kill!,2014,18+,7.9,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
Insatiable,2018,16+,6.6,11%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
No Tomorrow,2016,7+,7.2,88%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance', 'Science-Fiction']"
The Ranch,2016,16+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Ramayan,1987,all,9.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Surviving R. Kelly,2019,18+,7.6,95%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Easy,2016,18+,6.9,90%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Self Made: Inspired by the Life of Madam C.J. Walker,2020,16+,7.4,77%,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Knightfall,2017,16+,6.8,60%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'History']"
Kim's Convenience,2016,16+,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
Kengan Ashura,2019,,8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Anime']"
Spotless,2015,,7.9,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Carmen Sandiego,2019,7+,7.9,93%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Children']"
Inside Bill's Brain: Decoding Bill Gates,2019,16+,8,50%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Saint Seiya,1986,7+,8.4,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Science-Fiction']"
Flint Town,2018,18+,8,95%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Rake,2010,16+,8.6,100%,TRUE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Comedy', 'Legal']"
Rilakkuma and Kaoru,2019,7+,8.4,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Anime', 'Family']"
Scooby-Doo! Mystery Incorporated,2010,7+,8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Adventure']"
anohana: The Flower We Saw That Day,2011,16+,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Africa,2013,all,9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
The Frankenstein Chronicles,2015,16+,7.3,78%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Horror']"
Meteor Garden,2018,16+,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Wu Assassins,2019,18+,6.4,83%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Science-Fiction']"
The Black Donnellys,2007,16+,8.1,40%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
H2O: Just Add Water,2006,all,7.2,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Family', 'Fantasy']"
Collateral,2018,7+,6.7,78%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
1983,2018,18+,6.8,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Science-Fiction', 'Thriller', 'Espionage']"
November 13: Attack on Paris,2018,18+,8.3,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Black Butler,2008,16+,7.8,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Anime']"
Green Eggs and Ham,2019,,8.2,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children']"
The Confession Tapes,2017,16+,7.5,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Bad Blood,2017,18+,7.5,80%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Formula 1: Drive to Survive,2019,16+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['Sports']
The Great British Bake Off,2010,7+,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['Food']
The Trials of Gabriel Fernandez,2020,18+,8.2,80%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Ugly Delicious,2018,18+,7.8,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Food', 'Travel']"
The Night Shift,2014,16+,7.4,30%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Medical']"
Impractical Jokers,2011,16+,8.5,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
The Andy Griffith Show,1960,all,8.3,,TRUE,FALSE,TRUE,FALSE,TRUE,['Comedy']
Itaewon Class,2020,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Aquarius,2015,16+,7.1,77%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Caliphate,2020,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Black Summer,2019,18+,6.4,75%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Horror']"
Bonding,2019,16+,7.2,64%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Adult']"
Miraculous: Tales of Ladybug & Cat Noir,2015,7+,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Animaniacs,1993,all,7.9,,TRUE,TRUE,FALSE,FALSE,TRUE,['Comedy']
When Calls the Heart,2014,all,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Young & Hungry,2014,16+,7.4,60%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Food', 'Romance']"
Club de Cuervos,2015,18+,8.2,80%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Sports']"
I'm Sorry,2017,7+,7.9,75%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
The Universe,2007,16+,8.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Chalet,2018,18+,7,100%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
My Next Guest Needs No Introduction With David Letterman,2018,18+,7.9,83%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Still Game,2002,16+,8.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
NOVA,1974,7+,8.7,,TRUE,FALSE,TRUE,FALSE,TRUE,[]
The Confession Killer,2019,16+,7.4,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Father Brown,2013,7+,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Bordertown,2016,7+,7.6,39%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Battle Creek,2015,16+,7.3,96%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
Valhalla Murders,2019,18+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Scream: The TV Series,2015,16+,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Horror', 'Mystery']"
Special,2019,18+,7.6,95%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
CSI: Miami,2002,16+,6.4,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
3Below: Tales of Arcadia,2018,7+,7.8,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Fantasy']"
Mystery Science Theater 3000: The Return,2017,16+,8,100%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Dear White People,2017,16+,6.2,95%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
LEGO Ninjago: Masters of Spinjitzu,2012,all,6.8,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Action', 'Adventure', 'Children']"
The English Game,2020,,7.6,67%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Sports']"
White Gold,2017,18+,7.4,88%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Crazyhead,2016,,7.3,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Horror']"
The Protector,2018,16+,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Fantasy', 'Thriller']"
Dirty John,2018,16+,7.1,71%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Get Shorty,2017,18+,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
30 for 30,2009,7+,8.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Sports']
Bard of Blood,2019,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Thriller', 'Espionage']"
The Great Train Robbery,2013,,7.4,78%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Devilman: Crybaby,2018,,7.6,80%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Good Witch,2015,7+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Mystery']"
It's Bruno!,2019,7+,7.5,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Gurren Lagann,2007,16+,8.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Gentefied,2020,16+,7.3,88%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Victorious,2010,7+,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
Dynasty,2017,16+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Romance']"
The Curious Creations of Christine McConnell,2018,7+,7.7,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Food', 'Horror']"
El Chapo,2017,16+,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Trinkets,2019,7+,7.1,50%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
The Get Down,2016,16+,8.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Music']"
Masum,2017,16+,8.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
My Little Pony: Friendship Is Magic,2010,7+,7.6,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
Fuller House,2016,7+,6.8,28%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Kill la Kill,2013,18+,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
Dark Tourist,2018,18+,7.6,70%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Travel']"
Shtisel,2013,,8.7,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Great News,2017,7+,7,84%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Ouran High School Host Club,2006,16+,8.2,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Romance']"
Grand Hotel,2011,7+,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
The Curse of Oak Island,2014,7+,7,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Adventure', 'Nature']"
Workin' Moms,2017,18+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Z Nation,2014,18+,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Horror', 'Science-Fiction']"
Losers,2019,,7.7,100%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
"Roswell, New Mexico",2019,16+,6.1,55%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Science-Fiction']"
Comedians in Cars Getting Coffee,2012,16+,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Conan,2010,16+,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
The Guild,2007,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Fantasy']"
Friends from College,2017,18+,6.8,24%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Wormwood,2017,16+,7,92%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Watership Down,2018,7+,7.2,77%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Fantasy']"
Mr. Sunshine,2018,,8.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'History']"
Bitten,2014,16+,7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Romance']"
No Game No Life,2014,16+,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Anime']"
Violet Evergarden,2018,16+,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Anime']
Clannad,2007,7+,7.9,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Anime', 'Fantasy']"
Gypsy,2017,18+,6.9,38%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Thriller']"
Virgin River,2019,16+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Gilmore Girls: A Year in the Life,2016,16+,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
The Innocent Man,2018,18+,7.4,73%,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Tuca & Bertie,2019,16+,7.4,100%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
#blackAF,2020,18+,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Lovesick,2014,18+,8.1,36%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance']"
Mr. Iglesias,2019,16+,7.1,88%,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Hot Girls Wanted: Turned On,2017,18+,6.7,100%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Adult']"
Borgia,2011,18+,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'History']"
Trollhunters: Tales of Arcadia,2016,7+,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Fantasy']"
La Reina del Sur,2011,18+,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
We Bare Bears,2015,7+,7.9,,TRUE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Liv and Maddie,2013,all,6.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
In the Dark,2019,16+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
The Gift,2019,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Time in Between,2013,7+,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Cleverman,2016,16+,6.4,86%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Science-Fiction']"
"Pablo Escobar, The Drug Lord",2012,18+,8.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
