Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Decade,Actors,Producers,Genres,Language
Pitch & Potch,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Cuddlies,2011,,,,False,True,False,False,True,2010,[],[],[],[]
She's Living for This,2012,,5.1,,False,True,False,False,True,2010,[],[],[],[]
Walter and Dude,2012,,,,False,True,False,False,True,2010,[],[],[],[]
The Making of Frozen: A Return to Arendelle,2016,,6.8,,False,True,False,False,True,2010,[],[],[],[]
Utano Princesama Revolutions,2015,,4.1,,False,True,False,False,True,2010,[],[],[],[]
Howie Mandel's Animals Doing Things,2018,,3.5,,False,True,False,False,True,2010,['Howie Mandel'],[],[],English
Draco,2011,,,,False,True,False,False,True,2010,[],[],[],[]
ABC Monsters,2010,all,,,False,True,False,False,True,2010,[],[],[],[]
Bath & Bed,2011,,,,False,True,False,False,True,2010,[],[],[],[]
Taraji and Terrence's White Hot Holidays,2015,,,,False,True,False,False,True,2010,[],[],[],[]
31 Nights of Halloween Fan Fest,2019,,,,False,True,False,False,True,2010,[],[],[],[]
On the Run Eating,2018,7+,,,False,True,False,False,True,2010,[],[],[],[]
Tinder Takeover,2016,,,,False,True,False,False,True,2010,[],[],[],Swedish
Charlie & the Numbers,2011,,,,False,True,False,False,True,2010,[],[],[],[]
Gourmet Makes,2018,,,,False,True,True,False,True,2010,['Claire Saffitz'],[],['Food'],English
The Shirley Temple Collection,1960,,,,False,True,False,False,True,1960,[],[],[],[]
We Day 2017,2017,,5.5,,False,True,False,False,True,2010,[],[],[],[]
Videofashion! News,2006,,5.6,,False,True,True,False,True,2000,[],[],[],[]
NASA X,2012,,,,False,True,False,False,True,2010,[],[],[],[]
Aurora,2010,,,,False,True,False,False,True,2010,[],[],[],[]
48 Hours with Kygo,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Maya and Yaya,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Billy Bam Bam,2011,,,,False,True,False,False,True,2010,[],[],[],[]
Scott Peterson: An American Murder Mystery,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Play Time,2008,,,,False,True,False,False,True,2000,[],[],[],[]
#ThatsHarassment,2018,,,,False,True,True,False,True,2010,[],[],[],[]
South Park en Español,1997,,,,False,True,False,False,True,1990,[],[],[],[]
2111,2012,,,,False,True,False,False,True,2010,[],[],[],[]
Blissful Thinking,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Concertino,2011,,,,False,True,False,False,True,2010,[],[],[],[]
Epic Conversations,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Grey's Anatomy: Post-Op,2017,,,,False,True,False,False,True,2010,['Gordon James'],[],[],English
Politicking with Larry King,2013,,,,False,True,False,False,True,2010,[],[],[],[]
Mr. Snail,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Paranormal Lockdown UK,2018,,,,False,True,False,False,True,2010,[],[],[],[]
pocket.watch JillianTubeHD Ultimate mishmash,2018,,,,False,True,False,False,True,2010,[],[],[],[]
5 Levels,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Actually Me,2017,,,,False,True,True,False,True,2010,[],[],[],[]
Stand Up to Cancer,2008,,,,False,True,False,False,True,2000,"['Davina McCall', 'Alan Carr', 'Christian Jessen', 'Adam Hills']",[],['Comedy'],English
Time for Bed with Punam Patel,2017,,,,False,True,False,False,True,2010,['Punam Patel'],[],[],English
A Murder on Orchard Street,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Stone Age The Legendary Pet,2018,,,,False,True,True,False,True,2010,[],[],[],[]
Chickenwatch,2018,,,,False,True,True,False,True,2010,[],[],[],[]
Drag Me,2020,,,,False,True,False,False,True,2020,[],[],[],[]
ABC News Documentaries,2015,,,,False,True,False,False,True,2010,[],[],[],[]
ABC News | Features,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Earth From Above,2011,,,,False,True,False,False,True,2010,[],[],[],[]
pocket.watch Ryan Toys Review Ultimate mishmash,2018,,,,False,True,False,False,True,2010,[],[],[],[]
The Adventures of Dr. Buckeye Bottoms,2017,,,,False,True,False,False,True,2010,['Dr. Buckeye Bottoms'],[],"['Drama', 'Medical']",English
Kids Try,2016,,,,False,True,True,False,True,2010,[],[],[],[]
Going Si-ral,2016,,,,False,True,False,False,True,2010,[],[],[],English
Jenni Rivera La Vida de Una Diva,2013,,,,False,True,False,False,True,2010,[],[],[],[]
A Brief History,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Bondi Harvest,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Laughs,2015,,,,False,True,False,False,True,2010,[],[],[],[]
Superstructures: Engineering Marvels,2019,,,,False,True,False,False,True,2010,[],[],[],English
Lie Detector Test,2018,,,,False,True,True,False,True,2010,[],[],[],[]
Chief Kim,2017,,,,False,True,False,False,True,2010,"['Nam Gung Min', 'Nam Sang Mi', 'Lee Joon Ho', 'Jung Hye Sung']",['Kim Sung Geun'],['Comedy'],Korean
Stick with Mick,2011,,,,False,True,False,False,True,2010,[],[],[],[]
Ryan's World Specials presented by pocket.watch,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Around The Way,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Andy Explores,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Canciones infantiles,2012,,,,False,True,False,False,True,2010,[],[],[],[]
Asia's Underworld,2012,,,,False,True,True,False,True,2010,[],[],[],[]
Hello World,2016,,,,False,True,True,False,True,2010,[],[],[],English
You Sang My Song,2017,,,,False,True,True,False,True,2010,[],[],[],[]
Get Sweaty,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Thingstarter,2013,,,,False,True,False,False,True,2010,[],[],['Comedy'],English
Untamed with Filipe DeAndrade,2017,,,,False,True,False,False,True,2010,['Filipe DeAndrade'],[],['Nature'],English
pocket.watch EvanTubeHD mishmash,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Homebuddies,2017,,,,False,True,True,False,True,2010,[],[],[],[]
BBQuest,2018,,,,False,True,False,False,True,2010,['Kelsey Pribilski'],[],['Food'],English
Entre Caníbales,2015,,,,False,True,False,False,True,2010,"['Natalia Oreiro', 'Joaquín Furriel', 'Benjamín Vicuña']",[],"['Drama', 'Thriller']",Spanish
Truth and Lies: Watergate,2017,,,,False,True,False,False,True,2010,[],[],[],[]
NASA Television Documentaries,2015,,,,False,True,False,False,True,2010,[],[],[],[]
Modern Baby,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Wilderness Vet,2016,,,,False,True,False,False,True,2010,['Dr. Michelle Oakley'],[],"['Nature', 'Medical']",English
Flip and Flash,2014,,,,False,True,False,False,True,2010,[],[],[],[]
In the Giggle Park,2014,,,,False,True,False,False,True,2010,[],[],[],English
Twitter Tech Support,2017,,,,False,True,False,False,True,2010,[],[],[],[]
All the Pizza,2016,,,,False,True,True,False,True,2010,[],[],[],[]
Tiny Nuts,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Triumph,2016,,,,False,True,False,False,True,2010,[],[],['Comedy'],English
Coming to the Stage,2003,,,,False,True,False,False,True,2000,[],[],[],[]
BabyFirst Nursery Songs,2015,,,,False,True,False,False,True,2010,[],[],[],[]
Finding the Next,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Limomasters (Espanol),2014,,,,False,True,False,False,True,2010,[],[],[],[]
Eating Your Feed,2018,,,,False,True,True,False,True,2010,[],[],['Food'],English
Magnificent Obsessions,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Feed Famous,2018,,,,False,True,True,False,True,2010,[],[],[],[]
The 76th Annual Golden Globe Awards,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Fear Box,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Dates (US),2015,,,,False,True,False,False,True,2010,[],[],[],[]
Raw. Vegan. Not Gross.,2013,,,,False,True,False,False,True,2010,[],[],[],[]
Pop Trigger,2012,,,,False,True,False,False,True,2010,[],[],[],[]
Dessert Games,2017,,,,False,True,False,False,True,2010,['Duff Goldman'],[],['Food'],English
Derek Does Stuff with a Friend,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Caption Contest,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Tasty 101,2016,,,,False,True,True,False,True,2010,[],[],[],[]
ABC Primetime Nightline,2011,,,,False,True,False,False,True,2010,[],[],[],[]
Rosaline,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Because of an Earlier Incident,2012,,,,False,True,False,False,True,2010,[],[],[],English
Magic Eye Shark Movie,2013,,,,False,True,False,False,True,2010,[],[],[],[]
Celebrity Living,2015,,,,False,True,False,False,True,2010,[],[],[],[]
Comedy InvAsian,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Election Cycle,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Back to Back Chef,2017,,,,False,True,True,False,True,2010,[],[],['Food'],
24 Hours With,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Pégate a Mick,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Struggle Meals,2017,,,,False,True,True,False,True,2010,[],[],[],[]
Talks at GS,2017,,,,False,True,True,False,True,2010,[],[],[],[]
ESL: Player vs Player,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Luke Gamble's Vet Adventures,2010,,,,False,True,True,False,True,2010,[],[],[],[]
UFC Ultimate Knockouts,2014,,,,False,True,False,False,True,2010,[],[],[],English
ABC News | Garage Geniuses,2016,,,,False,True,False,False,True,2010,[],[],[],[]
WildWoods,2017,,,,False,True,False,False,True,2010,[],[],[],[]
GMA Day,2018,,,,False,True,False,False,True,2010,[],[],[],[]
"Build Small, Live Anywhere",2015,,,,False,True,False,False,True,2010,[],[],[],English
Things I Do,2015,,,,False,True,False,False,True,2010,[],[],[],[]
Mujeres Rompiendo el Silencio,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Wooly,2010,,,,False,True,False,False,True,2010,[],[],[],[]
Jeremiah Bullfrog Forks It,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Wedding Season,2017,,,,False,True,True,False,True,2010,[],[],[],[]
Revolt,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Obsessed (WIRED),2017,,,,False,True,False,False,True,2010,[],[],[],[]
Tasty's Made By Hand,2018,,,,False,True,True,False,True,2010,[],[],[],[]
Tasting Our Roots,2017,,,,False,True,True,False,True,2010,[],[],[],[]
UFC Main Event,2007,,,,False,True,False,False,True,2000,[],[],[],English
Heart of a Champion,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Working 24 Hours At...,2015,,,,False,True,True,False,True,2010,[],[],[],[]
MOJO's The Circuit,2008,,,,False,True,False,False,True,2000,[],[],[],[]
Almost Impossible,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Mom In Progress,2018,,,,False,True,True,False,True,2010,[],[],[],[]
Style Evolution,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Popcorn With Peter Travers,2010,,,,False,True,False,False,True,2010,[],[],[],[]
The Oscars,1995,,,,False,True,False,False,True,1990,[],[],[],[]
Trials of the Wild,2018,,,,False,True,False,False,True,2010,[],[],['Nature'],English
Health + Happiness with Mayo Clinic,2018,,,,False,True,False,False,True,2010,"['Joy Bauer', 'Vivien Williams']",[],[],English
Heritage,2015,,,,False,True,False,False,True,2010,[],[],[],[]
"I Draw, You Cook",2018,,,,False,True,True,False,True,2010,[],[],[],[]
Strait Talk with Matt & LZ,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Rudy Maxa's Travel,2001,,,,False,True,True,False,True,2000,[],[],[],[]
Especiales de Historia de México,2012,,,,False,True,False,False,True,2010,[],[],[],[]
For & Against,2012,,,,False,True,False,False,True,2010,[],[],[],[]
The Big Vote,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Lost in the Supermarket,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Gen H,2012,,,,False,True,False,False,True,2010,[],[],[],[]
Legendary Catch,2019,,,,False,True,False,False,True,2010,['Carter Andrews'],[],['Nature'],English
Secrets of Your Mind,2010,,,,False,True,False,False,True,2010,[],[],[],[]
The Bravest Knight Who Ever Lived,2014,,,,False,True,False,False,True,2010,[],[],[],[]
Puertas al Mas Alla,2012,,,,False,True,False,False,True,2010,[],[],[],[]
Technique Critique,2016,,,,False,True,False,False,True,2010,[],[],[],[]
ESL Bootcamp: Immortals,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Red Nose Day,2015,,,,False,True,False,False,True,2010,[],[],[],[]
ESL: Replay,2017,,,,False,True,False,False,True,2010,[],[],[],[]
The Paley Center,2000,,,,False,True,False,False,True,2000,[],[],[],[]
ESL: Defining Moments,2017,,,,False,True,False,False,True,2010,[],[],[],[]
pocket.watch HobbyKidsTV mishmash,2018,,,,False,True,False,False,True,2010,[],[],[],[]
UFC Presents,2013,,,,False,True,False,False,True,2010,[],[],[],[]
Real Estate with Rosanna,2017,,,,False,True,False,False,True,2010,[],[],[],[]
Summertime,2016,,,,False,True,False,False,True,2010,"['Andrea Lattanzi', 'Amanda Campana', 'Giovanni Maini', 'Alicia Ann Edogamhe', 'Coco Rebecca Edogamhe', 'Ludovico Tersigni']",[],"['Drama', 'Romance']",Italian
Ventaneando,2012,,,,False,True,False,False,True,2010,[],[],[],[]
WIRED's Autocomplete Interviews,2016,,,,False,True,True,False,True,2010,[],[],[],[]
Bioterrorism: The Truth,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Out of Office with Brent Rose,2015,,,,False,True,True,False,True,2010,[],[],[],[]
"Stop, Breathe & Think Kids: Mindful Games",2017,,,,False,True,False,False,True,2010,[],[],[],[]
On Stage,2017,,,,False,True,False,False,True,2010,[],[],[],[]
The Champion Within,2017,,,,False,True,False,False,True,2010,['Lauren Thompson'],[],['Sports'],English
Food Fetish,2011,,,,False,True,False,False,True,2010,[],[],[],[]
A Woman's Job,2017,,,,False,True,False,False,True,2010,[],[],[],[]
OUT: Face to Face,2010,,,,False,True,False,False,True,2010,[],[],[],[]
Just Josh,2011,,,,False,True,False,False,True,2010,['Josh Horner'],[],[],English
On This Day in Black History Month,2019,,,,False,True,False,False,True,2010,[],[],[],[]
Bogus Beauty,2017,,,,False,True,True,False,True,2010,[],[],[],[]
Crime Shock: Asia Exposed,2013,,,,False,True,False,False,True,2010,[],[],[],[]
pocket.watch CaptainSparklez mishmash,2018,,,,False,True,False,False,True,2010,[],[],[],[]
Dick Clark's Primetime New Year's Rockin' Eve,2013,,,,False,True,False,False,True,2010,[],[],[],[]
Newsy,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Modd Couples,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Fantasy Forecast,2016,,,,False,True,False,False,True,2010,[],[],[],[]
Secret Talent Theatre,2016,,,,False,True,False,False,True,2010,[],[],[],[]
pocket.watch Challenge Squad,2018,,,,False,True,True,False,True,2010,[],[],[],[]
The Wire,2002,18+,9.3,94%,False,False,True,False,True,2000,"['Lance Reddick', 'Sonja Sohn', 'Dominic West', 'Clarke Peters', 'Domenick Lombardozzi', 'Wendell Pierce', 'Seth Gilliam', 'Jim True-Frost', 'John Doman', 'Deirdre Lovejoy', 'Michael K. Williams', 'Andre Royo', 'Idris Elba', 'Frankie Faison', 'Aidan Gillen', 'J.D. Williams', 'Wood Harris', 'Jamie Hector', 'Corey Parker Robinson', 'Gbenga Akinnagbe', 'Robert Wisdom', 'Isiah Whitlock, Jr.', 'Reg E. Cathey', 'Michael Kostroff', 'Jermaine Crawford', 'Chad L. Coleman', 'Amy Ryan', 'Lawrence Gilliard Jr.', 'Glynn Turman', 'Paul Ben-Victor', 'Mack Wilds', 'Chris Bauer', 'Neal Huff', 'Michelle Paress', 'Clark Johnson', 'Thomas McCarthy']",['David Simon'],"['Drama', 'Crime']",English
Band of Brothers,2001,18+,9.4,94%,False,False,True,False,True,2000,"['Damian Lewis', 'Ron Livingston', 'Donnie Wahlberg', 'Scott Grimes', 'Shane Taylor', 'Michael Cudlitz', 'Ross McCall', 'James Madio', 'Rick Gomez', 'Dexter Fletcher', 'Neal McDonough', 'Rick Warden', 'Rene L. Moreno', 'Dale Dye', 'Frank John Hughes', 'Richard Speight, Jr.', 'Eion Bailey', 'Matthew Settle', 'Kirk Acevedo', 'Douglas Spain', 'Marc Warren', 'David Schwimmer', 'Colin Hanks']","['Steven Spielberg', 'Tony To', 'Gary Goetzman', 'Tom Hanks', 'Stephen Ambrose']","['Drama', 'Action', 'War']",English
The Sopranos,1999,18+,9.2,92%,False,False,True,False,True,1990,"['James Gandolfini', 'Drea de Matteo', 'Edie Falco', 'Jamie-Lynn Sigler', 'Robert Iler', 'Dominic Chianese', 'Lorraine Bracco', 'Tony Sirico', 'Vincent Pastore', 'Michael Imperioli', 'Aida Turturro', 'Steve Van Zandt', 'Nancy Marchand', 'Steven R. Schirripa', 'John Ventimiglia', 'Federico Castelluccio', 'David Proval', 'Frank Vincent', 'Joe Pantoliano', 'Joseph R. Gannascoli', 'Steve Buscemi', 'Vincent Curatola']","['Brad Grey', 'David Chase']","['Drama', 'Crime']",English
House,2004,16+,8.7,90%,False,False,True,False,True,2000,"['Hugh Laurie', 'Robert Sean Leonard', 'Omar Epps', 'Jesse Spencer', 'Lisa Edelstein', 'Jennifer Morrison', 'Peter Jacobson', 'Olivia Wilde', 'Kal Penn', 'Odette Annable', 'Charlyne Yi', 'Amber Tamblyn']","['David Semel', 'Russel Friend', 'Garrett Lerner', 'Deran Sarafian', 'Doris Egan', 'John C. Kelley', 'Thomas L. Moran', 'Gerrit Van Der Meer', 'Daniel Sackheim', 'Andrew Bernstein', 'Leonard Dick', 'Lawrence Kaplow', 'Liz Friedman', 'David Foster', 'John Mankiewicz', 'Hugh Laurie', 'David Shore', 'Greg Yaitanes', 'Greg Yaitanes', 'Paul Attanasio', 'Katie Jacobs', 'Bryan Singer', 'Geoffrey Colo', 'Eli Attie', 'Peter Blake', 'Peter Blake']","['Drama', 'Mystery', 'Medical']",English
Mr. Robot,2015,18+,8.5,94%,False,False,True,False,True,2010,"['Rami Malek', 'Christian Slater', 'Carly Chaikin', 'Portia Doubleday', 'Martin Wallström', 'Michael Cristofer', 'Grace Gummer', 'B.D. Wong', 'Stephanie Corneliussen', 'Bobby Cannavale', 'Elliot Villar', 'Ashlie Atkinson']","['Steve Golin', 'Joseph E. Iberti', 'Joseph E. Iberti', 'Kyle Bradstreet', 'Kyle Bradstreet', 'Sam Esmail', 'John G. Lenic', 'Chad Hamilton']","['Drama', 'Crime', 'Thriller']",English
Suits,2011,16+,8.5,90%,False,False,True,False,True,2010,"['Gabriel Macht', 'Rick Hoffman', 'Sarah Rafferty', 'Patrick J. Adams', 'Meghan Markle', 'Gina Torres', 'Amanda Schull', 'Dulé Hill', 'Katherine Heigl']","['Kevin Bray', 'Anton Cropper', 'Anton Cropper', 'Jon Cowan', 'Jon Cowan', 'Aaron Korsh', 'Aaron Korsh', 'Gene Klein', 'Gene Klein', 'Daniel Arkin', 'Daniel Arkin', 'Chris Downey', 'Sean Jablonski', 'Doug Liman', 'Dave Bartis', 'Rick Muirragui', 'Rick Muirragui']","['Drama', 'Legal']",English
The Boys,2019,18+,8.7,84%,False,False,True,False,True,2010,"['Karl Urban', 'Erin Moriarty', 'Antony Starr', 'Dominique McElligott', 'Jessie T. Usher', 'Chace Crawford', 'Jack Quaid', 'Nathan Mitchell', 'Tomer Kapon', 'Laz Alonso', 'Karen Fukuhara', 'Colby Minifie', 'Elisabeth Shue', 'Aya Cash']","['Eric Kripke', 'Philip Sgriccia', 'Pavun Shetty', 'Rebecca Sonnenshine', 'Seth Rogen', 'Anne Cofell', 'Neal H. Moritz', 'Evan Goldberg', 'Garth Ennis', 'Jason Netter', 'Ori Marmur', 'Craig Rosenberg', 'Ken F. Levin', 'Darick Robertson', 'James Weaver']","['Drama', 'Action', 'Science-Fiction']",English
The Expanse,2015,16+,8.5,93%,False,False,True,False,True,2010,"['Cas Anvar', 'Steven Strait', 'Dominique Tipper', 'Wes Chatham', 'Shohreh Aghdashloo', 'Frankie Adams', 'Cara Gee', 'Shawn Doyle', 'Thomas Jane', 'Florence Faivre', 'Nadine Nicole', 'Keon Alexander', 'Jasai Chase Owens', 'Paulo Costanzo']","['Naren Shankar', 'Alan DiFiore', 'Robin Veith', 'Terry McDonough', 'Sean Daniel', 'Hawk Ostby', 'Mark Fergus', 'Daniel Abraham', 'Daniel Abraham', 'Ty Franck', 'Ty Franck', 'Ben Roberts', 'Dan Nowak', 'Dan Nowak', 'Broderick Johnson', 'Andrew Kosove', 'Sharon Hall', 'Jason F. Brown', 'Laura Lancaster']","['Science-Fiction', 'Thriller', 'Mystery']",English
Fleabag,2016,18+,8.7,100%,False,False,True,False,True,2010,['Phoebe Waller-Bridge'],"['Phoebe Waller-Bridge', 'Harry Williams', 'Jack Williams']","['Drama', 'Comedy']",English
Rome,2005,18+,8.7,86%,False,False,True,False,True,2000,"['Kevin McKidd', 'Ray Stevenson', 'Polly Walker', 'Lindsay Duncan', 'Tobias Menzies', 'Kerry Condon', 'Indira Varma', 'Ciarán Hinds', 'James Purefoy', 'Max Pirkis', 'Nicholas Woodeson', 'David Bamber', 'Suzanne Bertish', 'Coral Amiga', 'Kenneth Cranham', 'Chiara Mastalli', 'Karl Johnson', 'Paul Jesson', 'Anna Francolini', 'Esther Hall', 'Lee Boardman', 'Lorcan Cranitch', 'Enzo Cilenti', 'Haydn Gwynne', 'Rick Warden']","['Bruno Heller', 'Eugene Kelly', 'Scott Buck', 'John Melfi', 'John Milius', 'William J. MacDonald', 'Anne Thomopoulos', 'Frank Doelger', 'Marco Valerio Pugini', 'Jim Dyer', 'Stan Wlodkowski']","['Drama', 'Action', 'Adventure']",English
Bosch,2014,18+,8.4,97%,False,False,True,False,True,2010,"['Titus Welliver', 'Jamie Hector', 'Amy Aquino', 'Lance Reddick', 'Madison Lintz', 'Sarah Clarke', 'Annie Wersching', 'Jeri Ryan', 'Brent Sexton', 'Jason Gedrick', 'Scott Wilson', 'Amy Price-Francis']","['Titus Welliver', 'Mikkel Bondesen', 'Mikkel Bondesen', 'Eric Overmyer', 'Tom Smuts', 'John Mankiewicz', 'William N. Fordes', 'Elle Johnson', 'Elle Johnson', 'Henrik Bastin', 'Pieter Jan Brugge', 'Pieter Jan Brugge', 'Daniel Pyne', 'Michael Connelly', 'Jan David Frouman', 'Henrik Pabst', 'James Baker', 'Bo Stehmeier']","['Drama', 'Crime', 'Mystery']",English
The Marvelous Mrs. Maisel,2017,18+,8.7,89%,False,False,True,False,True,2010,"['Rachel Brosnahan', 'Tony Shalhoub', 'Alex Borstein', 'Michael Zegen', 'Marin Hinkle', 'Kevin Pollak', 'Caroline Aaron', 'Jane Lynch', 'Zachary Levi']","['Daniel Palladino', 'Sheila R. Lawrence', 'Amy Sherman-Palladino', 'Sono Patel', 'Dhana Rivera Gilbert']","['Drama', 'Comedy']",English
Hannibal,2013,18+,8.5,92%,False,False,True,False,True,2010,"['Mads Mikkelsen', 'Hugh Dancy', 'Laurence Fishburne', 'Caroline Dhavernas', 'Gillian Anderson', 'Hettienne Park']","['Elisa Roth', ""Katie O'Connell"", 'Christophe Riandee', 'Sidonie Dumas', 'Jeff Vlaming', 'Michael Rymer', 'Scott Nimerfro', 'Chris Brancato', 'Jesse Alexander', 'Bryan Fuller', 'Sara Colleton', 'David Slade', 'Martha De Laurentiis', 'Sean Ryerson']","['Drama', 'Crime', 'Horror']",English
Curb Your Enthusiasm,2000,18+,8.7,92%,False,False,True,False,True,2000,"['Jeff Garlin', 'Larry David', 'Cheryl Hines', 'Susie Essman', 'J.B. Smoove']","[""Erin O'Malley"", 'Alec Berg', 'Jeff Garlin', 'Tim Gibbons', 'Gavin Polone', 'Jeff Schaffer', 'David Mandel', 'Larry David']",['Comedy'],English
Boardwalk Empire,2010,18+,8.5,92%,False,False,True,False,True,2010,"['Steve Buscemi', 'Shea Whigham', 'Michael K. Williams', 'Stephen Graham', 'Michael Shannon', 'Michael Stuhlbarg', 'Vincent Piazza', 'Paul Sparks', 'Kelly Macdonald', 'Gretchen Mol', 'Anthony Laciura', 'Jack Huston', 'Aleksa Palladino', 'Dabney Coleman', 'Paz de la Huerta', 'Michael Pitt', 'Charlie Cox', 'Bobby Cannavale', 'Jeffrey Wright', 'Ron Livingston', 'Eric Ladin']","['Timothy van Patten', 'Terence Winter', 'Mark Wahlberg', 'Martin Scorsese', 'Stephen Levinson', 'Lawrence Konner', 'Eugene Kelly']","['Drama', 'Crime']",English
The Americans,2013,18+,8.4,96%,False,False,True,False,True,2010,"['Keri Russell', 'Matthew Rhys', 'Noah Emmerich', 'Holly Taylor', 'Keidrich Sellati', 'Costa Ronin', 'Richard Thomas', 'Lev Gorn', 'Brandon J. Dirden', 'Alison Wright', 'Annet Mahendru', 'Margo Martindale', 'Susan Misner', 'Maximiliano Hernández', 'Dylan Baker']","['Darryl Frank', 'Justin Falvey', 'Chris Long', 'Daniel Sackheim', 'Graham Yost', 'Joe Weisberg', 'Joel Fields', ""Gavin O'Connor"", 'Stephen Schiff', 'Stephen Schiff', 'Peter Ackerman', 'Tracey Scott Wilson', 'Mary Rae Thewlis']","['Drama', 'Espionage']",English
Luther,2010,16+,8.5,88%,False,False,True,False,True,2010,"['Idris Elba', 'Dermot Crowley', 'Michael Smiley', 'Warren Brown', 'Ruth Wilson', 'Paul McGann', 'Nikki Amuka-Bird', 'Indira Varma', 'Saskia Reeves', 'Steven Mackintosh', 'Patrick Malahide', 'Sienna Guillory', ""David O'Hara"", 'Aimee-Ffion Edwards', 'Kierston Wareing', 'Wunmi Mosaku', 'Enzo Cilenti', 'Hermione Norris', 'Pam Ferris', 'David Dawson', 'Rose Leslie', 'Laura Haddock', 'Darren Boyd']",['Phillippa Giles'],"['Drama', 'Crime', 'Thriller']",English
Orphan Black,2013,18+,8.3,93%,False,False,True,False,True,2010,"['Tatiana Maslany', 'Tatiana Maslany', 'Jordan Gavaris', 'Tatiana Maslany', 'Maria Doyle Kennedy', 'Kristian Bruun', 'Tatiana Maslany', 'Kevin Hanchard', 'Josh Vokey', 'Tatiana Maslany', 'Évelyne Brochu', 'Dylan Bruce', 'Ari Millen', 'Ari Millen', 'Ari Millen', 'Michael Mando', 'Tatiana Maslany', 'Tatiana Maslany', 'Tatiana Maslany', 'Ari Millen', 'Tatiana Maslany', 'Ari Millen', 'Tatiana Maslany', 'Tatiana Maslany', 'Tatiana Maslany', 'Tatiana Maslany', 'Tatiana Maslany']","['John Fawcett', 'Peter Mohan', 'Jeremy Boxen', 'Graeme Manson', 'Ivan Schneeberg', 'David Fortier', 'Karen Walton', 'Kerry Appleyard', 'Kerry Appleyard', 'Alex Levine', 'Aubrey Nealon', 'Russ Cochrane', 'Greg Nelson']","['Drama', 'Science-Fiction', 'Thriller']",English
Six Feet Under,2001,18+,8.7,81%,False,False,True,False,True,2000,"['Peter Krause', 'Michael C. Hall', 'Frances Conroy', 'Lauren Ambrose', 'Rachel Griffiths', 'Richard Jenkins', 'Freddy Rodriguez', 'Mathew St. Patrick', 'James Cromwell', 'Lili Taylor', 'Justina Machado', 'Jeremy Sisto']","['Rick Cleveland', 'Alan Ball', 'Jill Soloway', 'Alan Poul', 'Scott Buck', 'David Janollari', 'Robert Greenblatt', 'Bruce Eric Kaplan']","['Drama', 'Comedy']",English
Upload,2020,,8.2,81%,False,False,True,False,True,2020,"['Robbie Amell', 'Andy Allo', 'Kevin Bigley', 'Allegra Edwards', 'Zainab Johnson']","['Howard Klein', 'Greg Daniels', 'Shepard Boucher']","['Comedy', 'Science-Fiction', 'Mystery']",English
